2, 58
5, 59
7, 59
10, 59
12, 59
14, 59
17, 58
20, 59
23, 59
26, 59
28, 59
30, 59
33, 53
36, 59
39, 58
41, 59
43, 56
46, 54
48, 48
50, 47
53, 45
55, 44
58, 40
60, 41
63, 40
65, 37
67, 35
69, 36
72, 35
74, 34
77, 32
80, 31
83, 29
86, 29
88, 28
90, 26
93, 27
96, 26
98, 24
101, 24
104, 22
107, 23
110, 22
112, 21
114, 21
117, 21
119, 20
122, 20
125, 19
127, 19
130, 18
133, 18
135, 17
137, 17
140, 17
143, 17
145, 16
148, 16
150, 15
153, 15
156, 15
158, 15
161, 14
164, 14
166, 14
168, 14
171, 13
174, 13
176, 13
179, 13
181, 12
183, 12
185, 12
187, 12
189, 12
192, 12
195, 12
197, 11
199, 11
201, 11
204, 11
207, 11
210, 11
213, 11
215, 10
218, 10
220, 10
223, 10
225, 10
228, 10
230, 9
232, 9
234, 9
237, 9
239, 9
242, 9
244, 9
247, 9
250, 8
253, 8
255, 8
257, 8
260, 8
263, 8
265, 8
268, 8
271, 8
273, 8
276, 8
279, 7
281, 7
283, 7
285, 7
288, 7
291, 7
293, 7
295, 7
297, 7
299, 7
302, 7
305, 7
308, 7
311, 7
313, 7
316, 7
319, 7
322, 6
324, 6
326, 6
329, 6
331, 6
334, 6
337, 6
339, 6
341, 6
344, 6
347, 6
349, 6
351, 6
354, 6
357, 6
359, 6
361, 5
364, 5
367, 5
369, 5
371, 5
374, 5
376, 5
378, 5
381, 5
384, 5
386, 5
389, 5
392, 5
395, 5
398, 5
401, 5
404, 5
406, 5
408, 5
410, 5
413, 5
415, 5
417, 5
420, 5
422, 5
424, 4
426, 4
429, 4
431, 4
434, 4
437, 4
440, 4
442, 4
445, 4
447, 4
449, 4
451, 4
454, 4
457, 4
460, 4
463, 4
465, 4
467, 4
469, 4
472, 4
474, 4
477, 4
479, 4
482, 4
485, 4
488, 4
491, 4
494, 4
497, 4
499, 4
501, 4
504, 4
506, 3
508, 3
510, 3
513, 3
516, 3
518, 3
520, 3
522, 3
524, 3
526, 3
528, 3
531, 3
533, 3
536, 3
539, 3
541, 3
544, 3
546, 3
549, 3
552, 3
554, 3
556, 3
558, 3
560, 3
563, 3
565, 3
568, 3
