2, 56
4, 59
6, 59
9, 59
12, 58
14, 59
17, 59
20, 59
23, 59
26, 59
29, 59
31, 58
33, 59
35, 59
37, 59
40, 59
43, 59
45, 59
48, 59
51, 59
53, 59
55, 59
57, 59
59, 59
61, 59
63, 59
66, 59
68, 59
70, 59
73, 59
75, 59
78, 59
81, 59
84, 59
86, 59
89, 59
92, 59
94, 59
97, 59
100, 59
103, 59
105, 59
108, 59
110, 59
112, 59
114, 59
116, 59
119, 59
122, 59
124, 59
127, 59
129, 59
132, 59
135, 59
137, 59
139, 59
141, 59
144, 59
147, 59
149, 58
152, 59
154, 59
157, 59
159, 59
161, 59
164, 59
166, 59
168, 59
170, 58
172, 59
174, 59
176, 59
178, 59
181, 59
184, 59
186, 59
189, 59
191, 59
193, 59
195, 59
198, 59
201, 58
203, 59
206, 59
208, 59
210, 59
213, 59
215, 59
217, 59
220, 59
222, 58
224, 59
226, 59
229, 59
232, 58
234, 59
236, 59
239, 59
241, 59
243, 59
246, 59
248, 59
250, 59
252, 58
254, 59
256, 59
258, 59
260, 58
262, 59
264, 59
267, 59
270, 59
272, 59
275, 59
277, 59
280, 59
283, 58
286, 59
289, 59
292, 59
294, 58
297, 59
299, 58
301, 59
303, 58
306, 59
308, 59
310, 59
313, 57
316, 59
318, 59
321, 59
323, 59
326, 58
329, 59
332, 59
334, 59
336, 58
338, 58
341, 58
343, 59
345, 58
348, 58
351, 59
353, 59
355, 58
357, 58
360, 56
363, 57
365, 55
367, 58
370, 58
372, 59
374, 53
377, 57
379, 58
381, 58
383, 58
385, 57
387, 58
390, 57
392, 57
395, 56
397, 57
400, 58
403, 57
405, 57
407, 56
410, 56
413, 55
416, 54
418, 57
421, 58
423, 58
425, 55
427, 55
430, 54
432, 54
435, 56
437, 55
440, 57
443, 56
445, 57
448, 52
450, 51
453, 53
456, 56
458, 48
461, 56
463, 56
466, 57
468, 52
470, 51
472, 48
474, 52
477, 48
480, 52
482, 50
485, 53
488, 53
490, 50
492, 47
495, 51
498, 50
500, 49
503, 50
505, 52
508, 52
511, 52
513, 46
515, 46
517, 49
519, 49
521, 47
524, 51
527, 49
529, 51
532, 46
534, 45
537, 45
540, 46
543, 43
546, 45
549, 46
552, 48
555, 48
558, 44
561, 42
563, 45
566, 44
568, 45
570, 43
572, 47
575, 45
577, 45
580, 41
582, 43
584, 44
586, 43
589, 45
592, 46
595, 45
598, 46
601, 41
604, 40
606, 40
608, 44
611, 40
613, 43
615, 44
617, 41
619, 44
622, 44
625, 43
628, 42
630, 37
633, 42
636, 40
639, 42
641, 42
643, 43
646, 43
649, 39
652, 39
655, 41
658, 39
660, 40
662, 40
665, 40
667, 40
670, 41
672, 41
675, 41
677, 40
680, 41
682, 40
684, 41
686, 38
689, 41
691, 40
694, 41
696, 39
699, 40
701, 40
704, 40
707, 39
709, 39
711, 38
713, 39
715, 39
718, 39
721, 37
723, 38
725, 38
728, 39
730, 38
733, 38
735, 37
737, 37
739, 37
742, 38
744, 37
747, 37
749, 37
752, 37
754, 36
756, 37
759, 36
761, 36
764, 35
766, 35
768, 35
771, 35
774, 36
776, 36
779, 35
782, 36
784, 35
787, 35
789, 34
792, 35
794, 35
796, 35
798, 34
800, 35
803, 34
805, 35
807, 34
809, 34
812, 34
815, 34
817, 34
819, 34
822, 33
825, 34
827, 33
829, 34
831, 33
833, 33
836, 34
838, 34
840, 33
842, 33
844, 33
846, 33
849, 33
851, 33
854, 32
857, 33
860, 32
862, 33
864, 33
867, 32
870, 32
873, 32
876, 32
879, 32
881, 32
884, 32
887, 31
890, 32
893, 32
895, 32
897, 32
899, 32
902, 31
904, 31
906, 31
909, 31
912, 30
915, 31
917, 30
919, 31
922, 30
924, 30
926, 31
929, 30
931, 31
933, 30
936, 30
939, 30
942, 30
944, 30
946, 30
948, 30
951, 29
954, 30
957, 30
960, 29
963, 29
965, 29
968, 29
971, 29
974, 29
976, 28
979, 29
982, 29
984, 28
986, 29
989, 28
992, 28
995, 28
997, 28
999, 28
1001, 28
1003, 26
1005, 27
1008, 26
1011, 26
1014, 24
1016, 25
1019, 26
1021, 26
1024, 25
1026, 26
1029, 25
1032, 25
1035, 25
1038, 25
1041, 25
1043, 25
1046, 25
1049, 24
1051, 24
1054, 25
1056, 22
1059, 24
